,wikidata,coord,osmid
2398,Q106711296,,
2399,Q106708079,,
2400,Q106711089,,
2401,Q106708888,,
2402,Q106707984,,
2403,Q106707985,,
2404,Q106708834,,
2405,Q106706997,,
2406,Q106707990,,
2407,Q106707991,,
2408,Q106708753,,
2409,Q106708321,,
2410,Q106708438,,
2411,Q106708490,,
2412,Q106709342,,
2413,Q106708990,,
2414,Q106711980,,
2415,Q106711657,,
2416,Q106712203,,
2417,Q106712201,,
2418,Q106708227,,
2419,Q106708807,,
2420,Q106710233,,
2421,Q106712075,,
2422,Q106707160,,
2423,Q106710173,,
2424,Q106707988,,
2425,Q106712171,,
2426,Q106707540,,
2427,Q106709337,,
2428,Q106709324,,
2429,Q106709111,,
2430,Q106670562,,
2431,Q106709341,,
2432,Q106709320,,
2433,Q106708845,,
2434,Q106707538,,
2435,Q106708391,,
2436,Q106707800,,
2437,Q106711416,,
2438,Q106708299,,
2439,Q106709329,,
2440,Q106711927,,
2441,Q106708470,,
2442,Q106708517,,
2443,Q106712035,,
2444,Q106709251,,
2445,Q106709344,,
2446,Q106708193,,
2447,Q106708075,,
2448,Q106708014,,
2449,Q106708129,,
2450,Q106708477,,
2451,Q106708466,,
2452,Q106708465,,
2453,Q106708456,,
2454,Q106707796,,
2455,Q106707118,,
2456,Q106708288,,
2457,Q106708535,,
2458,Q106707725,,
2459,Q106711864,,
2460,Q106708975,,
2461,Q106709120,,
2462,Q106708122,,
2463,Q106711929,,
2464,Q106708044,,
2465,Q106707727,,
2466,Q106709567,,
2467,Q106708073,,
2468,Q106707989,,
2469,Q106711097,,
2470,Q106709063,,
2471,Q106708407,,
2472,Q106711685,,
2473,Q106708049,,
2474,Q106711620,,
2476,Q106707097,,
2477,Q106707765,,
2478,Q106708639,,
2479,Q106711687,,
2480,Q106708015,,
2481,Q106711987,,
2482,Q106712067,,
2483,Q106711861,,
2484,Q106709327,,
2485,Q106707033,,
2486,Q106708462,,
2487,Q106711941,,
2488,Q106708856,,
2489,Q106708761,,
2490,Q106708135,,
2491,Q106707613,,
2492,Q106707614,,
2493,Q106709240,,
2494,Q106709694,,
2495,Q106708976,,
2496,Q106708370,,
2497,Q106711786,,
2498,Q106709198,,
2499,Q106711693,,
2500,Q106711691,,
2501,Q106707768,,
2502,Q106711119,,
2503,Q106711124,,
2504,Q106708803,,
2505,Q106709019,,
2506,Q106707976,,
2507,Q106707085,,
2508,Q106709705,,
2509,Q106708563,,
2510,Q106708565,,
2511,Q106706965,,
2512,Q106708506,,
2513,Q106709076,,
2514,Q106707770,,
2515,Q106707090,,
2516,Q106707091,,
2517,Q106707092,,
2518,Q106707096,,
2519,Q106710448,,
2520,Q106708440,,
2521,Q106709353,,
2522,Q106708416,,
2523,Q106707026,,
2524,Q106711455,,
2525,Q106712045,,
2526,Q106711996,,
2527,Q106711888,,
2528,Q106708558,,
2529,Q106707114,,
2530,Q106707516,,
2531,Q106708131,,
2532,Q106711678,,
2533,Q106708743,,
2534,Q106710016,,
2535,Q106708623,,
2536,Q106711901,,
2537,Q106707027,,
2538,Q106707003,,
2539,Q106710446,,
2540,Q106707774,,
2541,Q106709993,,
2542,Q106709029,,
2543,Q106710435,,
2544,Q106708236,,
2545,Q106709168,,
2546,Q106709054,,
2547,Q106708854,,
2548,Q106708138,,
2549,Q106708794,,
2550,Q106707799,,
2551,Q106707758,,
2552,Q106708130,,
2553,Q106711895,,
2554,Q106708471,,
2555,Q106709336,,
2556,Q106711914,,
2557,Q106710235,,
2558,Q106709187,,
2559,Q106710206,,
2560,Q106708862,,
2561,Q106709147,,
2562,Q106711041,,
2563,Q106710783,,
2564,Q106708157,,
2565,Q106710454,,
2566,Q106709022,,
2567,Q106708643,,
2568,Q106708441,,
2569,Q106707600,,
2570,Q106707028,,
2571,Q106711310,,
2572,Q106707006,,
2573,Q106709352,,
2574,Q106709328,,
2575,Q106710431,,
2576,Q106709191,,
2577,Q106712096,,
2578,Q106709332,,
2579,Q106710773,,
2580,Q106708139,,
2581,Q106711682,,
2582,Q106710164,,
2583,Q106708910,,
2584,Q106711934,,
2585,Q106707828,,
2586,Q106707759,,
2587,Q106708325,,
2588,Q106709476,,
2589,Q106708750,,
2590,Q106710148,,
2591,Q106708997,,
2592,Q106707778,,
2593,Q106711900,,
2594,Q106709385,,
2595,Q106711347,,
2596,Q106708128,,
2597,Q106712196,,
2598,Q106711902,,
2599,Q106711631,,
2600,Q106708415,,
2601,Q106708414,,
2602,Q106708992,,
2603,Q106708306,,
2604,Q106707612,,
2605,Q106707617,,
2606,Q106707773,,
2607,Q106707533,,
2608,Q106709002,,
2609,Q106707093,,
2610,Q106708998,,
2611,Q106709330,,
2612,Q106709195,,
2613,Q106708472,,
2614,Q106709321,,
2615,Q106708566,,
2617,Q106709064,,
2618,Q106711875,,
2619,Q106707810,,
2620,Q106708077,,
2621,Q106711942,,
2622,Q106711860,,
2623,Q106711303,,
2624,Q106708068,,
2625,Q106709129,,
2626,Q106711876,,
2627,Q106709350,,
2628,Q106712219,,
2631,Q106708508,,
2632,Q106708289,,
2633,Q106707763,,
2634,Q106711858,,
2635,Q106712320,,
2636,Q106707726,,
2638,Q106709061,,
2639,Q106711951,,
2640,Q106707795,,
2641,Q106708430,,
2642,Q106711921,,
2643,Q106707986,,
2645,Q106710180,,
2646,Q106710171,,
2648,Q106709193,,
2649,Q106707517,,
2650,Q106709397,,
2651,Q106708484,,
2652,Q106708006,,
2653,Q106708402,,
2654,Q106708776,,
2655,Q106707764,,
2656,Q106708569,,
2657,Q106708291,,
2658,Q106709289,,
2659,Q106708420,,
2660,Q106707930,,
2661,Q106707851,,
2663,Q106708355,,
2664,Q106708187,,
2665,Q106709196,,
2666,Q106712001,,
2667,Q106712068,,
2668,Q106709261,,
2669,Q106709322,,
2670,Q106706963,,
2671,Q106710456,,
2672,Q106711094,,
2673,Q106708061,,
2674,Q106712020,,
2675,Q106711331,,
2676,Q106712194,,
2677,Q106708308,,
2678,Q106708507,,
2679,Q106708516,,
2680,Q106709405,,
2681,Q106708170,,
2682,Q106708197,,
2683,Q106709363,,
2684,Q106710238,,
2685,Q106709031,,
2686,Q106711892,,
2687,Q106708749,,
2688,Q106708487,,
2689,Q106708417,,
2690,Q106681404,,
2691,Q106709056,,
2692,Q106709351,,
2693,Q106709354,,
2694,Q106709049,,
2695,Q106711015,,
2696,Q106707842,,
2697,Q106711332,,
2698,Q106711969,,
2699,Q106708120,,
2700,Q106707772,,
2701,Q106710464,,
2702,Q106709243,,
2703,Q106709030,,
2704,Q106708835,,
2705,Q106712136,,
2706,Q106708442,,
2707,Q106708824,,
2708,Q106708825,,
2709,Q106708226,,
2710,Q106709142,,
2712,Q106711626,,
2713,Q106710753,,
2714,Q106708419,,
2715,Q106708887,,
2716,Q106708570,,
2717,Q106708327,,
2718,Q106708453,,
2719,Q106707992,,
2720,Q106711913,,
2721,Q106708300,,
2722,Q106707511,,
2723,Q106707963,,
2724,Q106712052,,
2725,Q106708989,,
2726,Q106709564,,
2727,Q106712018,,
2728,Q106711886,,
2730,Q106709107,,
2731,Q106710024,,
2732,Q106710025,,
2733,Q106710027,,
2734,Q106710975,,
2735,Q106711986,,
2736,Q106706961,,
2737,Q106709333,,
2738,Q106709171,,
2739,Q106707767,,
2740,Q106711935,,
2742,Q106708837,,
2743,Q106708557,,
2744,Q106707932,,
2745,Q106711384,,
2746,Q106708443,,
2747,Q106710178,,
2748,Q106708754,,
2749,Q106709396,,
2750,Q106707616,,
2751,Q106709004,,
2752,Q106707050,,
2753,Q106709209,,
2754,Q106709392,,
2755,Q106708117,,
2756,Q106711308,,
2757,Q106708828,,
2758,Q106709248,,
2759,Q106711128,,
2760,Q106712103,,
2761,Q106708473,,
2762,Q106711938,,
2763,Q106709334,,
2764,Q106709113,,
2765,Q106708111,,
2766,Q106707002,,
2767,Q106708820,,
2768,Q106707960,,
2769,Q106707961,,
2770,Q106707962,,
2771,Q106707641,,
2772,Q106709570,,
2773,Q106708362,,
2775,Q106707841,,
2776,Q106708483,,
2777,Q106709369,,
2778,Q106709316,,
2779,Q106706999,,
2780,Q106711894,,
2781,Q106709961,,
2782,Q106710445,,
2783,Q106709109,,
2784,Q106709000,,
2785,Q106687365,,
2786,Q106708394,,
2787,Q106709338,,
2788,Q106708467,,
2789,Q106709249,,
2790,Q106712271,,
2791,Q106710429,,
2792,Q106712084,,
2793,Q106708373,,
2794,Q106709388,,
2795,Q106708785,,
2796,Q106709263,,
2797,Q106681463,,
2798,Q106708302,,
2799,Q106711926,,
2800,Q106711313,,
2802,Q106711998,,
2803,Q106708371,,
2804,Q106710208,,
2805,Q106708125,,
2806,Q106687350,,
2807,Q106709050,,
2809,Q106710240,,
2810,Q106709051,,
2812,Q106709386,,
2813,Q106708281,,
2814,Q106708123,,
2815,Q106710750,,
2816,Q106708303,,
2817,Q106707084,,
2818,Q106706962,,
2819,Q106707644,,
2820,Q106708859,,
2822,Q106708444,,
2824,Q106708405,,
2825,Q106708445,,
2826,Q106708469,,
2827,Q106711947,,
2828,Q106708330,,
2829,Q106707141,,
2830,Q106712112,,
2831,Q106711975,,
2832,Q106711386,,
2833,Q106708995,,
2834,Q106708994,,
2835,Q106708996,,
2836,Q106708907,,
2837,Q106707601,,
2838,Q106708788,,
2839,Q106708821,,
2840,Q106709126,,
2841,Q106709127,,
2842,Q106707112,,
2843,Q106707113,,
2844,Q106707036,,
2845,Q106707536,,
2847,Q106710782,,
2848,Q106709323,,
2849,Q106710165,,
2850,Q106706960,,
2851,Q106711683,,
2852,Q106708520,,
2853,Q106711917,,
2855,Q106712085,,
2856,Q106708140,,
2857,Q106708320,,
2858,Q106708827,,
2859,Q106708360,,
2860,Q106712003,,
2861,Q106708464,,
2862,Q106711862,,
2863,Q106710150,,
2864,Q106707071,,
2865,Q106707766,,
2866,Q106712128,,
2867,Q106708024,,
2868,Q106708375,,
2869,Q106707000,,
2870,Q106707021,,
2871,Q106707022,,
2872,Q106710670,,
2873,Q106709402,,
2874,Q106708127,,
2875,Q106709355,,
2876,Q106710466,,
2877,Q106708863,,
2878,Q106708974,,
2879,Q106709577,,
2880,Q106711883,,
2881,Q106708851,,
2882,Q106708016,,
2883,Q106709348,,
2884,Q106710469,,
2885,Q106707148,,
2886,Q106708488,,
2887,Q106709057,,
2888,Q106707722,,
2889,Q106712149,,
2890,Q106708625,,
2891,Q106710199,,
2892,Q106708966,,
2893,Q106707935,,
2894,Q106707934,,
2896,Q106707839,,
2897,Q106709188,,
2898,Q106709281,,
2899,Q106709315,,
2900,Q106711622,,
2901,Q106707967,,
2902,Q106707987,,
2903,Q106708142,,
2904,Q106708955,,
2905,Q106708298,,
2906,Q106711904,,
2907,Q106707854,,
2908,Q106711936,,
2910,Q106707856,,
2911,Q106707756,,
2912,Q106711905,,
2913,Q106707149,,
2914,Q106708841,,
2915,Q106709197,,
2916,Q106708056,,
2917,Q106708017,,
2918,Q106708410,,
2919,Q106712007,,
2920,Q106710785,,
2921,Q106710483,,
2923,Q106708838,,
2924,Q106707535,,
2925,Q106709959,,
2927,Q106708446,,
2928,Q106708572,,
2929,Q106708573,,
2930,Q106708447,,
2932,Q106710479,,
2933,Q106708784,,
2934,Q106708783,,
2935,Q106707975,,
2937,Q106707840,,
2938,Q106707513,,
2939,Q106708574,,
2940,Q106711885,,
2941,Q106707829,,
2942,Q106710008,,
2943,Q106707152,,
2944,Q106707916,,
2945,Q106708290,,
2946,Q106708638,,
2947,Q106708134,,
2948,Q106709394,,
2949,Q106708751,,
2950,Q106709053,,
2951,Q106710492,,
2952,Q106708475,,
2953,Q106708072,,
2954,Q106708439,,
2955,Q106710242,,
2956,Q106708113,,
2957,Q106708782,,
2958,Q106707853,,
2959,Q106708051,,
2960,Q106708435,,
2961,Q106708843,,
2962,Q106708844,,
2963,Q106709364,,
2964,Q106709326,,
2965,Q106710176,,
2966,Q106711999,,
2967,Q106708356,,
2968,Q106708213,,
2969,Q106709285,,
2970,Q106708855,,
2971,Q106707615,,
2972,Q106707855,,
2973,Q106711451,,
2974,Q106708826,,
2975,Q106710748,,
2976,Q106709288,,
2977,Q106707067,,
2978,Q106709073,,
2979,Q106709286,,
2980,Q106712322,,
2981,Q106709557,,
2982,Q106712099,,
2983,Q106708680,,
2984,Q106708681,,
2986,Q106706998,,
2987,Q106708999,,
2988,Q106709020,,
2989,Q106708369,,
2990,Q106712095,,
2991,Q106709383,,
2992,Q106677623,,
2993,Q106707008,,
2994,Q106707053,,
2995,Q106710152,,
2996,Q106708301,,
2997,Q106711972,,
2998,Q106711859,,
2999,Q106708133,,
3000,Q106708836,,
3001,Q106708758,,
3002,Q106708463,,
3003,Q106707531,,
3004,Q106708050,,
3005,Q106708711,,
3006,Q106708559,,
3007,Q106709052,,
3008,Q106711855,,
3009,Q106708364,,
3010,Q106708759,,
3011,Q106708173,,
3012,Q106708287,,
3013,Q106708411,,
3014,Q106708282,,
3015,Q106709080,,
3016,Q106711863,,
3017,Q106707180,,
3018,Q106710032,,
3019,Q106708474,,
3020,Q106708161,,
3021,Q106711899,,
3022,Q106709026,,
3023,Q106708571,,
3024,Q106709318,,
3025,Q106708057,,
3026,Q106710154,,
3027,Q106710973,,
3028,Q106708769,,
3029,Q106709122,,
3031,Q106710747,,
3032,Q106709966,,
3033,Q106707838,,
3034,Q106709241,,
3035,Q106710745,,
3036,Q106709466,,
3037,Q106709464,,
3038,Q106711897,,
3039,Q106709390,,
3040,Q106708000,,
3041,Q106712147,,
3042,Q106707965,,
3043,Q106707998,,
3044,Q106707995,,
3045,Q106707997,,
3046,Q106710200,,
3047,Q106708317,,
3048,Q106709265,,
3049,Q106708745,,
3050,Q106709245,,
3051,Q106709116,,
3052,Q106707184,,
3053,Q106707161,,
3054,Q106708521,,
3055,Q106708853,,
3056,Q106708165,,
3057,Q106709358,,
3058,Q106710490,,
3059,Q106710485,,
3060,Q106708114,,
3061,Q106711973,,
3062,Q106711915,,
3063,Q106707158,,
3064,Q106707794,,
3065,Q106711912,,
3066,Q106707769,,
3067,Q106710243,,
3068,Q106708432,,
3069,Q106708078,,
3070,Q106710170,,
3071,Q106708519,,
3072,Q106707182,,
3073,Q106708346,,
3074,Q106711923,,
3075,Q106707807,,
3076,Q106707088,,
3077,Q106707087,,
3078,Q106708144,,
3079,Q106711919,,
3080,Q106707779,,
3081,Q106707981,,
3082,Q106708511,,
3083,Q106708351,,
3084,Q106711751,,
3085,Q106712043,,
3086,Q106707830,,
3087,Q106708063,,
3088,Q106710155,,
3089,Q106708358,,
3090,Q106710977,,
3091,Q106711756,,
3092,Q106707643,,
3093,Q106708064,,
3094,Q106710157,,
3095,Q106707147,,
3096,Q106709317,,
3097,Q106708848,,
3098,Q106708991,,
3100,Q106712205,,
3101,Q106709136,,
3102,Q106707537,,
3103,Q106708304,,
3104,Q106708993,,
3105,Q106711872,,
3106,Q106711644,,
3107,Q106706966,,
3108,Q106710774,,
3109,Q106707837,,
3110,Q106711870,,
3111,Q106707095,,
3112,Q106708641,,
3113,Q106708829,,
3114,Q106710962,,
3115,Q106708224,,
3116,Q106708840,,
3117,Q106710158,,
3118,Q106711725,,
3119,Q106707507,,
3120,Q106708210,,
3121,Q106709144,,
3122,Q106709125,,
3123,Q106708220,,
3124,Q106711985,,
3125,Q106711950,,
3126,Q106710418,,
3127,Q106708071,,
3128,Q106708489,,
3129,Q106708476,,
3130,Q106708329,,
3131,Q106708019,,
3132,Q106707610,,
3133,Q106707611,,
3134,Q106710029,,
3135,Q106711649,,
3136,Q106709202,,
3137,Q106709139,,
3138,Q106707154,,
3139,Q106709242,,
3140,Q106708058,,
3141,Q106709403,,
3142,Q106708762,,
3143,Q106708421,,
3144,Q106710010,,
3145,Q106708968,,
3146,Q106712141,,
3148,Q106711978,,
3149,Q106709172,,
3150,Q106673688,,
3151,Q106708292,,
3152,Q106709319,,
3153,Q106711306,,
3154,Q106710666,,
3155,Q106708801,,
3156,Q106712116,,
3158,Q106710162,,
3159,Q106709021,,
3160,Q106708960,,
3161,Q106708005,,
3162,Q106709399,,
3163,Q106708007,,
3164,Q106711717,,
3165,Q106708043,,
3166,Q106708021,,
3167,Q106709134,,
3168,Q106710248,,
3169,Q106709410,,
3170,Q106709409,,
3171,Q106709074,,
3172,Q106710731,,
3173,Q106709190,,
3174,Q106708969,,
3175,Q106708979,,
3176,Q106712009,,
3178,Q106708228,,
3180,Q106708929,,
3181,Q106712037,,
3182,Q106712038,,
3183,Q106708823,,
3184,Q106709349,,
3185,Q106707836,,
3186,Q106708448,,
3187,Q106708311,,
3188,Q106712143,,
3189,Q106708305,,
3190,Q106707994,,
3191,Q106708852,,
3192,Q106709282,,
3193,Q106709250,,
3194,Q106712118,,
3195,Q106708067,,
3196,Q106708309,,
3197,Q106708065,,
3198,Q106708285,,
3199,Q106709105,,
3200,Q106710202,,
3201,Q106712318,,
3202,Q106673465,,
3203,Q106708284,,
3204,Q106709078,,
3205,Q106707505,,
3206,Q106711415,,
3207,Q106711301,,
3208,Q106712034,,
3209,Q106708500,,
3210,Q106710729,,
3211,Q106712106,,
3212,Q106707038,,
3213,Q106711946,,
3214,Q106708514,,
3215,Q106708513,,
3216,Q106711422,,
3217,Q106708229,,
3218,Q106708231,,
3219,Q106708230,,
3220,Q106710964,,
3221,Q106711052,,
3222,Q106711645,,
3224,Q106711707,,
3225,Q106711708,,
3226,Q106708418,,
3227,Q106709108,,
3228,Q106709135,,
3229,Q106708286,,
3230,Q106709347,,
3231,Q106708158,,
3232,Q106707847,,
3233,Q106710486,,
3234,Q106710728,,
3235,Q106708192,,
3236,Q106708118,,
3237,Q106712138,,
3238,Q106708136,,
3239,Q106708756,,
3240,Q106708349,,
3241,Q106711995,,
3242,Q106708977,,
3243,Q106709146,,
3244,Q106707771,,
3246,Q106708642,,
3247,Q106709072,,
3248,Q106708132,,
3249,Q106708786,,
3250,Q106708971,,
3251,Q106709032,,
3252,Q106708121,,
3253,Q106708802,,
3254,Q106710412,,
3255,Q106710437,,
3256,Q106710439,,
3257,Q106710407,,
3258,Q106710404,,
3259,Q106709098,,
3260,Q106672817,,
3263,Q107184410,,
3264,Q107184410,,
3265,Q106708610,,
3267,Q106707860,,
3269,Q106708726,,
3271,Q106814682,,
3275,Q106709179,,
3277,Q106707530,,
3278,Q106707724,,
3281,Q106708528,,
3286,Q106707700,,
3288,Q106656608,,
3289,Q106656608,,
3290,Q106709280,,
3294,Q106708495,,
3296,Q106707524,,
3298,Q106709256,,
3299,Q106709930,,
3303,Q106708531,,
3304,Q107168967,,
3306,Q106711893,,
3307,Q106687370,,
3308,Q10727537,,
3310,Q106653304,,
3312,Q18202436,,
3315,Q106707941,,
3316,Q106665592,,
3326,Q106710694,,
3328,Q107261934,,
